School Name,Longitude,Latitude,year
St. Joseph's Institution Junior,103.845633334522,1.31781476118551,1970-01-01 00:00:00.000001852
St. Hilda's Primary School,103.937007133662,1.34938565036336,1970-01-01 00:00:00.000001934
Teck Whye Primary School,103.753924558586,1.38388660469396,1970-01-01 00:00:00.000001959
Stamford Primary School,103.857453500579,1.30345638467449,1970-01-01 00:00:00.000001951
Methodist Girls' School (Primary),103.884971343143,1.34947276268396,1970-01-01 00:00:00.000001887
CHIJ Primary (Toa Payoh),103.841847263786,1.33275264711587,1970-01-01 00:00:00.000001987
Zhonghua Secondary School,103.869430481414,1.34840720846208,1970-01-01 00:00:00.000001911
Yusof Ishak Secondary School,103.896275149571,1.40693702458178,1970-01-01 00:00:00.000001899
Singapore Chinese Girls' School,103.827744749548,1.32080725235992,1970-01-01 00:00:00.000001999
Orchid Park Secondary School,103.837859241343,1.41532032779634,1970-01-01 00:00:00.000001999
Holy Innocents' Primary School,103.894114899795,1.36693830877349,1970-01-01 00:00:00.000001985
Saint Joseph's Institution International,103.839803054458,1.3325273123293,1970-01-01 00:00:00.000001888
Fairfield Methodist Secondary School,103.784099647149,1.30163374395823,1970-01-01 00:00:00.000001924
Geylang Methodist School (Secondary),103.882661129303,1.31764900474601,1970-01-01 00:00:00.000002000
Fuhua Secondary School,103.72652089832,1.34701408913756,1970-01-01 00:00:00.000002000
Rosyth School,103.875001549174,1.37289067499064,1970-01-01 00:00:00.000001956
Pei Chun Public School,103.855585578061,1.33737358725951,1970-01-01 00:00:00.000001933
Greenridge Primary School,103.767794469258,1.3858892193692,1970-01-01 00:00:00.000001885
Gan Eng Seng School,103.823733673089,1.28907114485773,1970-01-01 00:00:00.000001956
North Vista Secondary School,103.899188813886,1.381131285358,1970-01-01 00:00:00.000001956
Woodlands Primary School,103.791570546509,1.43655108594232,1970-01-01 00:00:00.000001978
Singapore Chinese Girls' Primary School,103.827744749548,1.32080725235992,1970-01-01 00:00:00.000001899
Bedok Green Primary School,103.937878976352,1.32344593287992,1970-01-01 00:00:00.000002002
Yew Tee Primary School,103.750985967346,1.39676600905037,1970-01-01 00:00:00.000001957
Cedar Girls' Secondary School,103.873933064886,1.33375800216334,1970-01-01 00:00:00.000001957
Ai Tong School,103.833020333986,1.3605834338904,1970-01-01 00:00:00.000001912
Admiralty Primary School,103.800213682734,1.44254963931583,1970-01-01 00:00:00.000001999
Blangah Rise Primary School,103.808628535239,1.27612047924037,1970-01-01 00:00:00.000002005
Hwa Chong Institution,103.805704361472,1.3249477928719,1970-01-01 00:00:00.000001974
Qihua Primary School,103.788339762066,1.44203596557592,1970-01-01 00:00:00.000001917
Nanyang Girls' High School,103.802420979943,1.33058326666479,1970-01-01 00:00:00.000001917
Tampines Primary School,103.944004684986,1.34977870805929,1970-01-01 00:00:00.000001986
Bukit Batok Secondary School,103.74087370482,1.34849111079052,1970-01-01 00:00:00.000001986
Metta School,103.957335894564,1.34678218982053,1970-01-01 00:00:00.000002001
Lakeside Primary School,103.718089546664,1.33820397704287,1970-01-01 00:00:00.000002010
School of Science and Technology,103.774011529322,1.31292810600277,1970-01-01 00:00:00.000001947
Chung Cheng High School (Main),103.891653229373,1.30509154753048,1970-01-01 00:00:00.000001982
Woodlands Secondary School,103.800148469692,1.43648894729939,1970-01-01 00:00:00.000001906
Outram Secondary School,103.837127264403,1.28651357464735,1970-01-01 00:00:00.000002005
Pei Hwa Secondary School,103.878461745339,1.39037504993234,1970-01-01 00:00:00.000002005
Ang Mo Kio Primary School,103.839630858752,1.36932176584608,1970-01-01 00:00:00.000001956
Hua Yi Secondary School,103.721832320169,1.35234365488339,1970-01-01 00:00:00.000001956
Chongfu School,103.839309173817,1.43839562897006,1970-01-01 00:00:00.000001915
Tampines North Primary School,103.948768900518,1.36048786025607,1970-01-01 00:00:00.000001994
Anglo-Chinese School (Primary),103.835609732354,1.31837054523521,1970-01-01 00:00:00.000001956
Queenstown Secondary School,103.813190980055,1.29352126774652,1970-01-01 00:00:00.000001999
Seng Kang Secondary School,103.898365036709,1.38659683143747,1970-01-01 00:00:00.000001999
